Z,A,n,state,full_binding_eV,ideal_binding_eV
60,146,6,P10,-282036,-281780
60,146,6,P11,-281734,-281479
60,146,7,Q12,-206976,-206863
60,146,7,Q13,-206840,-206728
60,146,8,R14,-158358,-158307
60,146,8,R15,-158290,-158240
60,148,6,P10,-282039,-281783
60,148,6,P11,-281737,-281482
60,148,7,Q12,-206978,-206865
60,148,7,Q13,-206842,-206730
60,148,8,R14,-158360,-158309
60,148,8,R15,-158292,-158241
60,150,6,P10,-282042,-281786
60,150,6,P11,-281740,-281485
60,150,7,Q12,-206980,-206867
60,150,7,Q13,-206844,-206732
60,150,8,R14,-158361,-158311
60,150,8,R15,-158293,-158243
62,138,6,P10,-301201,-300914
62,138,6,P11,-300856,-300571
62,138,7,Q12,-221026,-220898
62,138,7,Q13,-220871,-220744
62,138,8,R14,-169101,-169043
62,138,8,R15,-169023,-168966
62,139,6,P10,-301203,-300916
62,139,6,P11,-300857,-300573
62,139,7,Q12,-221027,-220900
62,139,7,Q13,-220872,-220745
62,139,8,R14,-169102,-169044
62,139,8,R15,-169024,-168967
62,140,6,P10,-301204,-300918
62,140,6,P11,-300859,-300575
62,140,7,Q12,-221028,-220901
62,140,7,Q13,-220874,-220747
62,140,8,R14,-169103,-169045
62,140,8,R15,-169025,-168968
62,141,6,P10,-301206,-300920
62,141,6,P11,-300861,-300576
62,141,7,Q12,-221030,-220902
62,141,7,Q13,-220875,-220748
62,141,8,R14,-169104,-169046
62,141,8,R15,-169026,-168969
62,142,6,P10,-301208,-300921
62,142,6,P11,-300863,-300578
62,142,7,Q12,-221031,-220903
62,142,7,Q13,-220876,-220749
62,142,8,R14,-169105,-169047
62,142,8,R15,-169027,-168970
62,143,6,P10,-301209,-300923
62,143,6,P11,-300864,-300580
62,143,7,Q12,-221032,-220905
62,143,7,Q13,-220877,-220750
62,143,8,R14,-169106,-169048
62,143,8,R15,-169028,-168971
62,144,6,P10,-301211,-300925
62,144,6,P11,-300866,-300581
62,144,7,Q12,-221033,-220906
62,144,7,Q13,-220879,-220752
62,144,8,R14,-169107,-169049
62,144,8,R15,-169029,-168972
62,145,6,P10,-301213,-300926
62,145,6,P11,-300868,-300583
62,145,7,Q12,-221034,-220907
62,145,7,Q13,-220880,-220753
62,145,8,R14,-169108,-169050
62,145,8,R15,-169030,-168972
62,146,6,P10,-301214,-300928
62,146,6,P11,-300869,-300585
62,146,7,Q12,-221036,-220908
62,146,7,Q13,-220881,-220754
62,146,8,R14,-169109,-169051
62,146,8,R15,-169031,-168973
62,147,6,P10,-301216,-300930
62,147,6,P11,-300871,-300586
62,147,7,Q12,-221037,-220909
62,147,7,Q13,-220882,-220755
62,147,8,R14,-169109,-169052
62,147,8,R15,-169032,-168974
62,148,6,P10,-301218,-300931
62,148,6,P11,-300872,-300588
62,148,7,Q12,-221038,-220911
62,148,7,Q13,-220883,-220756
62,148,8,R14,-169110,-169052
62,148,8,R15,-169033,-168975
62,149,6,P10,-301219,-300933
62,149,6,P11,-300874,-300589
62,149,7,Q12,-221039,-220912
62,149,7,Q13,-220884,-220758
62,149,8,R14,-169111,-169053
62,149,8,R15,-169034,-168976
62,150,6,P10,-301221,-300934
62,150,6,P11,-300876,-300591
62,150,7,Q12,-221040,-220913
62,150,7,Q13,-220886,-220759
62,150,8,R14,-169112,-169054
62,150,8,R15,-169034,-168977
62,151,6,P10,-301222,-300936
62,151,6,P11,-300877,-300592
62,151,7,Q12,-221041,-220914
62,151,7,Q13,-220887,-220760
62,151,8,R14,-169113,-169055
62,151,8,R15,-169035,-168978
62,152,6,P10,-301224,-300937
62,152,6,P11,-300879,-300594
62,152,7,Q12,-221043,-220915
62,152,7,Q13,-220888,-220761
62,152,8,R14,-169114,-169056
62,152,8,R15,-169036,-168979
62,153,6,P10,-301225,-300939
62,153,6,P11,-300880,-300595
62,153,7,Q12,-221044,-220916
62,153,7,Q13,-220889,-220762
62,153,8,R14,-169115,-169057
62,153,8,R15,-169037,-168979
62,154,6,P10,-301227,-300940
62,154,6,P11,-300882,-300597
62,154,7,Q12,-221045,-220917
62,154,7,Q13,-220890,-220763
62,154,8,R14,-169115,-169058
62,154,8,R15,-169038,-168980
63,137,6,P10,-311026,-310724
63,137,6,P11,-310658,-310358
63,137,7,Q12,-228228,-228093
63,137,7,Q13,-228063,-227929
63,137,8,R14,-174608,-174546
63,137,8,R15,-174525,-174464
63,138,6,P10,-311028,-310726
63,138,6,P11,-310660,-310359
63,138,7,Q12,-228230,-228094
63,138,7,Q13,-228065,-227930
63,138,8,R14,-174609,-174547
63,138,8,R15,-174526,-174465
63,139,6,P10,-311030,-310727
63,139,6,P11,-310662,-310361
63,139,7,Q12,-228231,-228096
63,139,7,Q13,-228066,-227931
63,139,8,R14,-174610,-174548
63,139,8,R15,-174527,-174466
63,140,6,P10,-311032,-310729
63,140,6,P11,-310664,-310363
63,140,7,Q12,-228232,-228097
63,140,7,Q13,-228067,-227933
63,140,8,R14,-174611,-174549
63,140,8,R15,-174528,-174467
63,141,6,P10,-311034,-310731
63,141,6,P11,-310666,-310365
63,141,7,Q12,-228234,-228098
63,141,7,Q13,-228069,-227934
63,141,8,R14,-174612,-174550
63,141,8,R15,-174529,-174468
63,142,6,P10,-311035,-310733
63,142,6,P11,-310667,-310367
63,142,7,Q12,-228235,-228100
63,142,7,Q13,-228070,-227935
63,142,8,R14,-174613,-174551
63,142,8,R15,-174530,-174469
63,143,6,P10,-311037,-310735
63,143,6,P11,-310669,-310368
63,143,7,Q12,-228236,-228101
63,143,7,Q13,-228071,-227937
63,143,8,R14,-174614,-174552
63,143,8,R15,-174531,-174470
63,144,6,P10,-311039,-310736
63,144,6,P11,-310671,-310370
63,144,7,Q12,-228238,-228102
63,144,7,Q13,-228073,-227938
63,144,8,R14,-174615,-174553
63,144,8,R15,-174532,-174471
63,145,6,P10,-311041,-310738
63,145,6,P11,-310672,-310372
63,145,7,Q12,-228239,-228104
63,145,7,Q13,-228074,-227939
63,145,8,R14,-174616,-174554
63,145,8,R15,-174533,-174472
63,146,6,P10,-311042,-310740
63,146,6,P11,-310674,-310373
63,146,7,Q12,-228240,-228105
63,146,7,Q13,-228075,-227940
63,146,8,R14,-174617,-174555
63,146,8,R15,-174534,-174473
63,147,6,P10,-311044,-310741
63,147,6,P11,-310676,-310375
63,147,7,Q12,-228241,-228106
63,147,7,Q13,-228076,-227942
63,147,8,R14,-174618,-174556
63,147,8,R15,-174535,-174474
63,148,6,P10,-311045,-310743
63,148,6,P11,-310677,-310377
63,148,7,Q12,-228242,-228107
63,148,7,Q13,-228077,-227943
63,148,8,R14,-174619,-174557
63,148,8,R15,-174536,-174474
63,149,6,P10,-311047,-310744
63,149,6,P11,-310679,-310378
63,149,7,Q12,-228244,-228108
63,149,7,Q13,-228079,-227944
63,149,8,R14,-174620,-174558
63,149,8,R15,-174537,-174475
63,150,6,P10,-311049,-310746
63,150,6,P11,-310681,-310380
63,150,7,Q12,-228245,-228109
63,150,7,Q13,-228080,-227945
63,150,8,R14,-174620,-174559
63,150,8,R15,-174538,-174476
63,151,6,P10,-311050,-310748
63,151,6,P11,-310682,-310381
63,151,7,Q12,-228246,-228111
63,151,7,Q13,-228081,-227946
63,151,8,R14,-174621,-174560
63,151,8,R15,-174539,-174477
63,152,6,P10,-311052,-310749
63,152,6,P11,-310684,-310383
63,152,7,Q12,-228247,-228112
63,152,7,Q13,-228082,-227947
63,152,8,R14,-174622,-174560
63,152,8,R15,-174539,-174478
63,153,6,P10,-311053,-310751
63,153,6,P11,-310685,-310384
63,153,7,Q12,-228248,-228113
63,153,7,Q13,-228083,-227948
63,153,8,R14,-174623,-174561
63,153,8,R15,-174540,-174479
63,154,6,P10,-311055,-310752
63,154,6,P11,-310687,-310386
63,154,7,Q12,-228249,-228114
63,154,7,Q13,-228084,-227950
63,154,8,R14,-174624,-174562
63,154,8,R15,-174541,-174480
63,155,6,P10,-311056,-310754
63,155,6,P11,-310688,-310387
63,155,7,Q12,-228250,-228115
63,155,7,Q13,-228085,-227951
63,155,8,R14,-174625,-174563
63,155,8,R15,-174542,-174480
63,156,6,P10,-311058,-310755
63,156,6,P11,-310690,-310389
63,156,7,Q12,-228251,-228116
63,156,7,Q13,-228086,-227952
63,156,8,R14,-174626,-174564
63,156,8,R15,-174543,-174481
63,157,6,P10,-311059,-310757
63,157,6,P11,-310691,-310390
63,157,7,Q12,-228253,-228117
63,157,7,Q13,-228088,-227953
63,157,8,R14,-174626,-174565
63,157,8,R15,-174544,-174482
63,158,6,P10,-311061,-310758
63,158,6,P11,-310693,-310392
63,158,7,Q12,-228254,-228118
63,158,7,Q13,-228089,-227954
63,158,8,R14,-174627,-174565
63,158,8,R15,-174544,-174483
63,159,6,P10,-311062,-310759
63,159,6,P11,-310694,-310393
63,159,7,Q12,-228255,-228119
63,159,7,Q13,-228090,-227955
63,159,8,R14,-174628,-174566
63,159,8,R15,-174545,-174484
64,145,6,P10,-321027,-320708
64,145,6,P11,-320635,-320318
64,145,7,Q12,-235559,-235416
64,145,7,Q13,-235384,-235241
64,145,8,R14,-180213,-180147
64,145,8,R15,-180125,-180059
64,146,6,P10,-321029,-320710
64,146,6,P11,-320637,-320320
64,146,7,Q12,-235561,-235417
64,146,7,Q13,-235385,-235242
64,146,8,R14,-180214,-180148
64,146,8,R15,-180126,-180060
64,148,6,P10,-321033,-320713
64,148,6,P11,-320641,-320323
64,148,7,Q12,-235563,-235420
64,148,7,Q13,-235387,-235245
64,148,8,R14,-180216,-180150
64,148,8,R15,-180128,-180062
64,150,6,P10,-321036,-320717
64,150,6,P11,-320644,-320327
64,150,7,Q12,-235566,-235422
64,150,7,Q13,-235390,-235247
64,150,8,R14,-180217,-180152
64,150,8,R15,-180129,-180064
64,152,6,P10,-321039,-320720
64,152,6,P11,-320647,-320330
64,152,7,Q12,-235568,-235424
64,152,7,Q13,-235392,-235249
64,152,8,R14,-180219,-180154
64,152,8,R15,-180131,-180066
64,154,6,P10,-321042,-320723
64,154,6,P11,-320650,-320333
64,154,7,Q12,-235570,-235427
64,154,7,Q13,-235394,-235252
64,154,8,R14,-180221,-180155
64,154,8,R15,-180133,-180067
64,155,6,P10,-321044,-320724
64,155,6,P11,-320652,-320334
64,155,7,Q12,-235571,-235428
64,155,7,Q13,-235396,-235253
64,155,8,R14,-180222,-180156
64,155,8,R15,-180134,-180068
64,156,6,P10,-321045,-320726
64,156,6,P11,-320653,-320336
64,156,7,Q12,-235572,-235429
64,156,7,Q13,-235397,-235254
64,156,8,R14,-180223,-180157
64,156,8,R15,-180135,-180069
64,157,6,P10,-321047,-320727
64,157,6,P11,-320655,-320337
64,157,7,Q12,-235574,-235430
64,157,7,Q13,-235398,-235255
64,157,8,R14,-180224,-180158
64,157,8,R15,-180136,-180070
64,158,6,P10,-321048,-320729
64,158,6,P11,-320656,-320339
64,158,7,Q12,-235575,-235431
64,158,7,Q13,-235399,-235256
64,158,8,R14,-180224,-180159
64,158,8,R15,-180136,-180071
64,160,6,P10,-321051,-320732
64,160,6,P11,-320659,-320342
64,160,7,Q12,-235577,-235433
64,160,7,Q13,-235401,-235258
64,160,8,R14,-180226,-180160
64,160,8,R15,-180138,-180072
65,147,6,P10,-331177,-330841
65,147,6,P11,-330760,-330426
65,147,7,Q12,-242999,-242847
65,147,7,Q13,-242812,-242661
65,147,8,R14,-185900,-185830
65,147,8,R15,-185807,-185737
65,148,6,P10,-331179,-330843
65,148,6,P11,-330762,-330427
65,148,7,Q12,-243000,-242848
65,148,7,Q13,-242813,-242662
65,148,8,R14,-185901,-185831
65,148,8,R15,-185808,-185738
65,149,6,P10,-331181,-330844
65,149,6,P11,-330763,-330429
65,149,7,Q12,-243001,-242850
65,149,7,Q13,-242814,-242663
65,149,8,R14,-185902,-185832
65,149,8,R15,-185809,-185739
65,150,6,P10,-331182,-330846
65,150,6,P11,-330765,-330431
65,150,7,Q12,-243003,-242851
65,150,7,Q13,-242816,-242664
65,150,8,R14,-185903,-185833
65,150,8,R15,-185810,-185740
65,151,6,P10,-331184,-330848
65,151,6,P11,-330767,-330432
65,151,7,Q12,-243004,-242852
65,151,7,Q13,-242817,-242666
65,151,8,R14,-185904,-185834
65,151,8,R15,-185810,-185741
65,152,6,P10,-331186,-330849
65,152,6,P11,-330768,-330434
65,152,7,Q12,-243005,-242853
65,152,7,Q13,-242818,-242667
65,152,8,R14,-185905,-185835
65,152,8,R15,-185811,-185742
65,153,6,P10,-331187,-330851
65,153,6,P11,-330770,-330436
65,153,7,Q12,-243006,-242854
65,153,7,Q13,-242819,-242668
65,153,8,R14,-185906,-185836
65,153,8,R15,-185812,-185743
65,154,6,P10,-331189,-330852
65,154,6,P11,-330772,-330437
65,154,7,Q12,-243007,-242856
65,154,7,Q13,-242820,-242669
65,154,8,R14,-185907,-185837
65,154,8,R15,-185813,-185743
65,155,6,P10,-331191,-330854
65,155,6,P11,-330773,-330439
65,155,7,Q12,-243009,-242857
65,155,7,Q13,-242822,-242670
65,155,8,R14,-185908,-185838
65,155,8,R15,-185814,-185744
65,157,6,P10,-331194,-330857
65,157,6,P11,-330776,-330442
65,157,7,Q12,-243011,-242859
65,157,7,Q13,-242824,-242673
65,157,8,R14,-185910,-185840
65,157,8,R15,-185816,-185746
65,159,6,P10,-331197,-330860
65,159,6,P11,-330779,-330445
65,159,7,Q12,-243013,-242861
65,159,7,Q13,-242826,-242675
65,159,8,R14,-185911,-185841
65,159,8,R15,-185818,-185748
66,146,6,P10,-341481,-341127
66,146,6,P11,-341038,-340686
66,146,7,Q12,-250551,-250390
66,146,7,Q13,-250352,-250192
66,146,8,R14,-191674,-191600
66,146,8,R15,-191574,-191500
66,148,6,P10,-341485,-341131
66,148,6,P11,-341041,-340689
66,148,7,Q12,-250554,-250393
66,148,7,Q13,-250355,-250195
66,148,8,R14,-191676,-191602
66,148,8,R15,-191576,-191502
66,149,6,P10,-341487,-341132
66,149,6,P11,-341043,-340691
66,149,7,Q12,-250555,-250394
66,149,7,Q13,-250356,-250196
66,149,8,R14,-191677,-191603
66,149,8,R15,-191577,-191503
66,150,6,P10,-341488,-341134
66,150,6,P11,-341045,-340693
66,150,7,Q12,-250556,-250396
66,150,7,Q13,-250357,-250197
66,150,8,R14,-191678,-191604
66,150,8,R15,-191578,-191504
66,151,6,P10,-341490,-341136
66,151,6,P11,-341047,-340694
66,151,7,Q12,-250557,-250397
66,151,7,Q13,-250359,-250199
66,151,8,R14,-191679,-191604
66,151,8,R15,-191579,-191505
66,152,6,P10,-341492,-341137
66,152,6,P11,-341048,-340696
66,152,7,Q12,-250559,-250398
66,152,7,Q13,-250360,-250200
66,152,8,R14,-191680,-191605
66,152,8,R15,-191580,-191506
66,153,6,P10,-341494,-341139
66,153,6,P11,-341050,-340698
66,153,7,Q12,-250560,-250399
66,153,7,Q13,-250361,-250201
66,153,8,R14,-191681,-191606
66,153,8,R15,-191581,-191507
66,154,6,P10,-341495,-341141
66,154,6,P11,-341052,-340699
66,154,7,Q12,-250561,-250400
66,154,7,Q13,-250362,-250202
66,154,8,R14,-191682,-191607
66,154,8,R15,-191582,-191508
66,155,6,P10,-341497,-341142
66,155,6,P11,-341053,-340701
66,155,7,Q12,-250562,-250402
66,155,7,Q13,-250364,-250204
66,155,8,R14,-191683,-191608
66,155,8,R15,-191583,-191509
66,156,6,P10,-341499,-341144
66,156,6,P11,-341055,-340703
66,156,7,Q12,-250564,-250403
66,156,7,Q13,-250365,-250205
66,156,8,R14,-191683,-191609
66,156,8,R15,-191584,-191510
66,157,6,P10,-341500,-341146
66,157,6,P11,-341056,-340704
66,157,7,Q12,-250565,-250404
66,157,7,Q13,-250366,-250206
66,157,8,R14,-191684,-191610
66,157,8,R15,-191585,-191511
66,158,6,P10,-341502,-341147
66,158,6,P11,-341058,-340706
66,158,7,Q12,-250566,-250405
66,158,7,Q13,-250367,-250207
66,158,8,R14,-191685,-191611
66,158,8,R15,-191586,-191511
66,159,6,P10,-341503,-341149
66,159,6,P11,-341060,-340707
66,159,7,Q12,-250567,-250406
66,159,7,Q13,-250368,-250208
66,159,8,R14,-191686,-191612
66,159,8,R15,-191586,-191512
66,160,6,P10,-341505,-341150
66,160,6,P11,-341061,-340709
66,160,7,Q12,-250568,-250407
66,160,7,Q13,-250369,-250209
66,160,8,R14,-191687,-191613
66,160,8,R15,-191587,-191513
66,161,6,P10,-341506,-341152
66,161,6,P11,-341063,-340710
66,161,7,Q12,-250569,-250408
66,161,7,Q13,-250370,-250210
66,161,8,R14,-191688,-191613
66,161,8,R15,-191588,-191514
66,162,6,P10,-341508,-341153
66,162,6,P11,-341064,-340712
66,162,7,Q12,-250570,-250410
66,162,7,Q13,-250371,-250211
66,162,8,R14,-191689,-191614
66,162,8,R15,-191589,-191515
66,163,6,P10,-341509,-341155
66,163,6,P11,-341066,-340713
66,163,7,Q12,-250571,-250411
66,163,7,Q13,-250373,-250213
66,163,8,R14,-191689,-191615
66,163,8,R15,-191590,-191516
66,164,6,P10,-341511,-341156
66,164,6,P11,-341067,-340715
66,164,7,Q12,-250572,-250412
66,164,7,Q13,-250374,-250214
66,164,8,R14,-191690,-191616
66,164,8,R15,-191591,-191516
67,151,6,P10,-351956,-351583
67,151,6,P11,-351484,-351114
67,151,7,Q12,-258227,-258058
67,151,7,Q13,-258016,-257847
67,151,8,R14,-197542,-197463
67,151,8,R15,-197436,-197358
67,152,6,P10,-351958,-351585
67,152,6,P11,-351486,-351116
67,152,7,Q12,-258229,-258059
67,152,7,Q13,-258017,-257849
67,152,8,R14,-197543,-197464
67,152,8,R15,-197437,-197359
67,153,6,P10,-351959,-351586
67,153,6,P11,-351488,-351117
67,153,7,Q12,-258230,-258060
67,153,7,Q13,-258019,-257850
67,153,8,R14,-197544,-197465
67,153,8,R15,-197438,-197360
67,154,6,P10,-351961,-351588
67,154,6,P11,-351490,-351119
67,154,7,Q12,-258231,-258061
67,154,7,Q13,-258020,-257851
67,154,8,R14,-197545,-197466
67,154,8,R15,-197439,-197361
67,155,6,P10,-351963,-351590
67,155,6,P11,-351491,-351121
67,155,7,Q12,-258232,-258063
67,155,7,Q13,-258021,-257852
67,155,8,R14,-197546,-197467
67,155,8,R15,-197440,-197362
67,156,6,P10,-351964,-351591
67,156,6,P11,-351493,-351122
67,156,7,Q12,-258234,-258064
67,156,7,Q13,-258022,-257853
67,156,8,R14,-197547,-197468
67,156,8,R15,-197441,-197362
67,157,6,P10,-351966,-351593
67,157,6,P11,-351495,-351124
67,157,7,Q12,-258235,-258065
67,157,7,Q13,-258024,-257855
67,157,8,R14,-197548,-197469
67,157,8,R15,-197442,-197363
67,158,6,P10,-351968,-351595
67,158,6,P11,-351496,-351126
67,158,7,Q12,-258236,-258066
67,158,7,Q13,-258025,-257856
67,158,8,R14,-197549,-197470
67,158,8,R15,-197443,-197364
67,159,6,P10,-351969,-351596
67,159,6,P11,-351498,-351127
67,159,7,Q12,-258237,-258067
67,159,7,Q13,-258026,-257857
67,159,8,R14,-197550,-197471
67,159,8,R15,-197444,-197365
67,160,6,P10,-351971,-351598
67,160,6,P11,-351499,-351129
67,160,7,Q12,-258238,-258069
67,160,7,Q13,-258027,-257858
67,160,8,R14,-197551,-197472
67,160,8,R15,-197445,-197366
67,161,6,P10,-351972,-351599
67,161,6,P11,-351501,-351130
67,161,7,Q12,-258240,-258070
67,161,7,Q13,-258028,-257859
67,161,8,R14,-197551,-197472
67,161,8,R15,-197446,-197367
67,162,6,P10,-351974,-351601
67,162,6,P11,-351502,-351132
67,162,7,Q12,-258241,-258071
67,162,7,Q13,-258029,-257860
67,162,8,R14,-197552,-197473
67,162,8,R15,-197446,-197368
67,163,6,P10,-351975,-351602
67,163,6,P11,-351504,-351133
67,163,7,Q12,-258242,-258072
67,163,7,Q13,-258031,-257861
67,163,8,R14,-197553,-197474
67,163,8,R15,-197447,-197369
67,165,6,P10,-351978,-351605
67,165,6,P11,-351507,-351136
67,165,7,Q12,-258244,-258074
67,165,7,Q13,-258033,-257864
67,165,8,R14,-197555,-197476
67,165,8,R15,-197449,-197370
68,150,6,P10,-362579,-362187
68,150,6,P11,-362079,-361690
68,150,7,Q12,-266013,-265833
68,150,7,Q13,-265788,-265610
68,150,8,R14,-203493,-203410
68,150,8,R15,-203381,-203298
68,152,6,P10,-362583,-362191
68,152,6,P11,-362082,-361693
68,152,7,Q12,-266015,-265836
68,152,7,Q13,-265791,-265613
68,152,8,R14,-203495,-203412
68,152,8,R15,-203383,-203300
68,154,6,P10,-362586,-362194
68,154,6,P11,-362086,-361697
68,154,7,Q12,-266018,-265839
68,154,7,Q13,-265794,-265615
68,154,8,R14,-203497,-203414
68,154,8,R15,-203385,-203302
68,156,6,P10,-362590,-362198
68,156,6,P11,-362089,-361700
68,156,7,Q12,-266020,-265841
68,156,7,Q13,-265796,-265618
68,156,8,R14,-203499,-203416
68,156,8,R15,-203387,-203304
68,158,6,P10,-362593,-362201
68,158,6,P11,-362093,-361703
68,158,7,Q12,-266023,-265844
68,158,7,Q13,-265799,-265620
68,158,8,R14,-203501,-203417
68,158,8,R15,-203389,-203305
68,160,6,P10,-362596,-362204
68,160,6,P11,-362096,-361707
68,160,7,Q12,-266025,-265846
68,160,7,Q13,-265801,-265623
68,160,8,R14,-203503,-203419
68,160,8,R15,-203391,-203307
68,162,6,P10,-362600,-362207
68,162,6,P11,-362099,-361710
68,162,7,Q12,-266028,-265848
68,162,7,Q13,-265803,-265625
68,162,8,R14,-203505,-203421
68,162,8,R15,-203393,-203309
68,164,6,P10,-362603,-362211
68,164,6,P11,-362102,-361713
68,164,7,Q12,-266030,-265851
68,164,7,Q13,-265806,-265627
68,164,8,R14,-203507,-203423
68,164,8,R15,-203394,-203311
68,166,6,P10,-362606,-362214
68,166,6,P11,-362105,-361716
68,166,7,Q12,-266032,-265853
68,166,7,Q13,-265808,-265629
68,166,8,R14,-203508,-203425
68,166,8,R15,-203396,-203312
68,167,6,P10,-362607,-362215
68,167,6,P11,-362107,-361717
68,167,7,Q12,-266033,-265854
68,167,7,Q13,-265809,-265631
68,167,8,R14,-203509,-203425
68,167,8,R15,-203397,-203313
68,168,6,P10,-362609,-362216
68,168,6,P11,-362108,-361719
68,168,7,Q12,-266034,-265855
68,168,7,Q13,-265810,-265632
68,168,8,R14,-203510,-203426
68,168,8,R15,-203398,-203314
68,170,6,P10,-362612,-362219
68,170,6,P11,-362111,-361722
68,170,7,Q12,-266036,-265857
68,170,7,Q13,-265812,-265634
68,170,8,R14,-203512,-203428
68,170,8,R15,-203399,-203316
69,153,6,P10,-373369,-372958
69,153,6,P11,-372839,-372430
69,153,7,Q12,-273920,-273731
69,153,7,Q13,-273682,-273494
69,153,8,R14,-209538,-209449
69,153,8,R15,-209418,-209330
69,154,6,P10,-373371,-372960
69,154,6,P11,-372841,-372432
69,154,7,Q12,-273921,-273732
69,154,7,Q13,-273683,-273495
69,154,8,R14,-209539,-209450
69,154,8,R15,-209419,-209331
69,156,6,P10,-373375,-372963
69,156,6,P11,-372844,-372436
69,156,7,Q12,-273924,-273735
69,156,7,Q13,-273686,-273498
69,156,8,R14,-209541,-209452
69,156,8,R15,-209421,-209333
69,157,6,P10,-373377,-372965
69,157,6,P11,-372846,-372437
69,157,7,Q12,-273925,-273736
69,157,7,Q13,-273687,-273499
69,157,8,R14,-209541,-209453
69,157,8,R15,-209422,-209334
69,158,6,P10,-373378,-372967
69,158,6,P11,-372848,-372439
69,158,7,Q12,-273926,-273737
69,158,7,Q13,-273688,-273500
69,158,8,R14,-209542,-209454
69,158,8,R15,-209423,-209335
69,159,6,P10,-373380,-372968
69,159,6,P11,-372849,-372441
69,159,7,Q12,-273927,-273738
69,159,7,Q13,-273690,-273501
69,159,8,R14,-209543,-209455
69,159,8,R15,-209424,-209336
69,160,6,P10,-373382,-372970
69,160,6,P11,-372851,-372442
69,160,7,Q12,-273929,-273739
69,160,7,Q13,-273691,-273503
69,160,8,R14,-209544,-209456
69,160,8,R15,-209425,-209337
69,161,6,P10,-373383,-372972
69,161,6,P11,-372853,-372444
69,161,7,Q12,-273930,-273741
69,161,7,Q13,-273692,-273504
69,161,8,R14,-209545,-209457
69,161,8,R15,-209426,-209338
69,162,6,P10,-373385,-372973
69,162,6,P11,-372854,-372446
69,162,7,Q12,-273931,-273742
69,162,7,Q13,-273693,-273505
69,162,8,R14,-209546,-209457
69,162,8,R15,-209427,-209339
69,163,6,P10,-373387,-372975
69,163,6,P11,-372856,-372447
69,163,7,Q12,-273932,-273743
69,163,7,Q13,-273694,-273506
69,163,8,R14,-209547,-209458
69,163,8,R15,-209428,-209340
69,164,6,P10,-373388,-372976
69,164,6,P11,-372858,-372449
69,164,7,Q12,-273933,-273744
69,164,7,Q13,-273696,-273507
69,164,8,R14,-209548,-209459
69,164,8,R15,-209429,-209340
69,165,6,P10,-373390,-372978
69,165,6,P11,-372859,-372450
69,165,7,Q12,-273934,-273745
69,165,7,Q13,-273697,-273509
69,165,8,R14,-209549,-209460
69,165,8,R15,-209430,-209341
69,166,6,P10,-373391,-372979
69,166,6,P11,-372861,-372452
69,166,7,Q12,-273936,-273747
69,166,7,Q13,-273698,-273510
69,166,8,R14,-209550,-209461
69,166,8,R15,-209431,-209342
69,167,6,P10,-373393,-372981
69,167,6,P11,-372862,-372453
69,167,7,Q12,-273937,-273748
69,167,7,Q13,-273699,-273511
69,167,8,R14,-209551,-209462
69,167,8,R15,-209431,-209343
69,168,6,P10,-373394,-372982
69,168,6,P11,-372864,-372455
69,168,7,Q12,-273938,-273749
69,168,7,Q13,-273700,-273512
69,168,8,R14,-209551,-209463
69,168,8,R15,-209432,-209344
69,169,6,P10,-373396,-372984
69,169,6,P11,-372865,-372456
69,169,7,Q12,-273939,-273750
69,169,7,Q13,-273701,-273513
69,169,8,R14,-209552,-209464
69,169,8,R15,-209433,-209345
69,170,6,P10,-373397,-372985
69,170,6,P11,-372867,-372458
69,170,7,Q12,-273940,-273751
69,170,7,Q13,-273702,-273514
69,170,8,R14,-209553,-209464
69,170,8,R15,-209434,-209346
69,171,6,P10,-373399,-372987
69,171,6,P11,-372868,-372459
69,171,7,Q12,-273941,-273752
69,171,7,Q13,-273703,-273515
69,171,8,R14,-209554,-209465
69,171,8,R15,-209435,-209346
69,172,6,P10,-373400,-372988
69,172,6,P11,-372870,-372461
69,172,7,Q12,-273942,-273753
69,172,7,Q13,-273704,-273516
69,172,8,R14,-209555,-209466
69,172,8,R15,-209436,-209347
70,152,6,P10,-384312,-383880
70,152,6,P11,-383750,-383321
70,152,7,Q12,-281938,-281739
70,152,7,Q13,-281686,-281488
70,152,8,R14,-215666,-215573
70,152,8,R15,-215540,-215447
70,154,6,P10,-384316,-383884
70,154,6,P11,-383754,-383325
70,154,7,Q12,-281941,-281742
70,154,7,Q13,-281689,-281491
70,154,8,R14,-215669,-215575
70,154,8,R15,-215542,-215449
70,155,6,P10,-384318,-383886
70,155,6,P11,-383756,-383327
70,155,7,Q12,-281942,-281743
70,155,7,Q13,-281690,-281492
70,155,8,R14,-215670,-215576
70,155,8,R15,-215543,-215450
70,156,6,P10,-384320,-383888
70,156,6,P11,-383758,-383329
70,156,7,Q12,-281943,-281744
70,156,7,Q13,-281691,-281493
70,156,8,R14,-215671,-215577
70,156,8,R15,-215544,-215451
70,157,6,P10,-384322,-383890
70,157,6,P11,-383759,-383331
70,157,7,Q12,-281945,-281745
70,157,7,Q13,-281693,-281495
70,157,8,R14,-215672,-215578
70,157,8,R15,-215545,-215452
70,158,6,P10,-384323,-383891
70,158,6,P11,-383761,-383332
70,158,7,Q12,-281946,-281747
70,158,7,Q13,-281694,-281496
70,158,8,R14,-215673,-215579
70,158,8,R15,-215546,-215453
70,159,6,P10,-384325,-383893
70,159,6,P11,-383763,-383334
